horizon,model_name,version,train_rows,test_rows,mae_floor,mae_ceiling,mae_spread,extra_metric_1,extra_metric_2
d1,evt_cp_d1,20260318T181808Z,17550,7550,3.2848603891412185,3.160551594625937,2.938868312901473,0.9933774834437086,0.9933774834437086
w1,evt_cp_w1,20260318T181808Z,17550,7550,6.5054193034615135,6.456916615248093,7.3408599573559625,0.9933774834437086,0.9933774834437086
q1,evt_cp_q1,20260318T181808Z,17550,7550,8.681562832921433,9.275027639077571,10.207549029536041,0.9933774834437086,0.9933774834437086
m3,m3_value_linear + m3_timing_multiclass,20260318T181808Z,n/a,n/a,151.78413905485948,76.76534459662557,4.0143528391096615,0.24293333333333333,0.43293333333333334
